gene_id	locus_tag	start	end	strand	product	go	genome_id	accession	gene_name
gene-USA300HOU_RS15815	USA300HOU_RS15815	2265902	2266385	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS15815
cds-USA300HOU_RS15815	USA300HOU_RS15815	2265902	2266385	-	recombinase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS15815
cds-WP_000115564.1	USA300HOU_RS11605	2266428	2267564	-	SAP domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS11605
cds-WP_001790138.1	USA300HOU_RS11610	2267853	2267945	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11610
cds-WP_000370924.1	USA300HOU_RS11615	2268650	2269507	-	HAD family hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS11615
cds-WP_000908176.1	USA300HOU_RS11620	2269575	2270357	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS11620
cds-WP_000334465.1	USA300HOU_RS11625	2270589	2272394	-	glutamine--fructose-6-phosphate transaminase (isomerizing)	amino sugar metabolic process|0006040||IEA,peptidoglycan biosynthetic process|0009252||IEA	TCH1516	NC_010079.1	glmS
cds-WP_000083807.1	USA300HOU_RS11630	2273075	2274613	+	PTS mannitol transporter subunit IICB	None	TCH1516	NC_010079.1	USA300HOU_RS11630
cds-WP_000927360.1	USA300HOU_RS11635	2274648	2276780	+	BglG family transcription antiterminator	None	TCH1516	NC_010079.1	USA300HOU_RS11635
cds-WP_001292149.1	USA300HOU_RS11640	2276792	2277226	+	PTS sugar transporter subunit IIA	None	TCH1516	NC_010079.1	USA300HOU_RS11640
cds-WP_000648718.1	USA300HOU_RS11645	2277226	2278332	+	mannitol-1-phosphate 5-dehydrogenase	None	TCH1516	NC_010079.1	USA300HOU_RS11645
gene-USA300HOU_RS11650	USA300HOU_RS11650	2278651	2286087	-	None	None	TCH1516	NC_010079.1	fmtB
cds-USA300HOU_RS11650	USA300HOU_RS11650	2278651	2286087	-	LPXTG-anchored DUF1542 repeat protein FmtB	None	TCH1516	NC_010079.1	fmtB
cds-WP_000521491.1	USA300HOU_RS11655	2286364	2287719	-	phosphoglucosamine mutase	lipopolysaccharide biosynthetic process|0009103||IEA,peptidoglycan biosynthetic process|0009252||IEA	TCH1516	NC_010079.1	glmM
cds-WP_000894032.1	USA300HOU_RS11660	2287746	2288678	-	YbbR-like domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS11660
cds-WP_000347896.1	USA300HOU_RS11665	2288680	2289489	-	diadenylate cyclase CdaA	None	TCH1516	NC_010079.1	cdaA
cds-WP_000167867.1	USA300HOU_RS11670	2289678	2290586	-	arginase	arginine catabolic process to ornithine|0019547||IEA	TCH1516	NC_010079.1	rocF
gene-USA300HOU_RS11675	USA300HOU_RS11675	2290812	2292131	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS11675
cds-USA300HOU_RS11675	USA300HOU_RS11675	2290812	2292131	+	ISL3-like element IS1181 family transposase	None	TCH1516	NC_010079.1	USA300HOU_RS11675
cds-WP_001790739.1	USA300HOU_RS15500	2292150	2292254	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15500
rna-USA300HOU_RS11680	USA300HOU_RS11680	2292245	2292317	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11680
exon-USA300HOU_RS11680-1	USA300HOU_RS11680	2292245	2292317	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11680
rna-USA300HOU_RS11685	USA300HOU_RS11685	2292321	2292395	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11685
exon-USA300HOU_RS11685-1	USA300HOU_RS11685	2292321	2292395	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11685
rna-USA300HOU_RS11690	USA300HOU_RS11690	2292405	2292488	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11690
exon-USA300HOU_RS11690-1	USA300HOU_RS11690	2292405	2292488	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11690
rna-USA300HOU_RS11695	USA300HOU_RS11695	2292518	2292593	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11695
exon-USA300HOU_RS11695-1	USA300HOU_RS11695	2292518	2292593	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11695
rna-USA300HOU_RS11700	USA300HOU_RS11700	2292601	2292672	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11700
exon-USA300HOU_RS11700-1	USA300HOU_RS11700	2292601	2292672	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11700
rna-USA300HOU_RS11705	USA300HOU_RS11705	2292674	2292748	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11705
exon-USA300HOU_RS11705-1	USA300HOU_RS11705	2292674	2292748	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11705
rna-USA300HOU_RS11710	USA300HOU_RS11710	2292759	2292873	-	None	None	TCH1516	NC_010079.1	rrf
exon-USA300HOU_RS11710-1	USA300HOU_RS11710	2292759	2292873	-	None	None	TCH1516	NC_010079.1	rrf
rna-USA300HOU_RS11715	USA300HOU_RS11715	2292946	2295868	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11715
exon-USA300HOU_RS11715-1	USA300HOU_RS11715	2292946	2295868	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11715
rna-USA300HOU_RS11720	USA300HOU_RS11720	2296173	2297724	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11720
exon-USA300HOU_RS11720-1	USA300HOU_RS11720	2296173	2297724	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11720
cds-WP_001790708.1	USA300HOU_RS11725	2297907	2298092	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11725
cds-WP_000958531.1	USA300HOU_RS11730	2298181	2299245	-	Mrp/NBP35 family ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS11730
cds-WP_001140995.1	USA300HOU_RS11735	2299393	2300835	-	multidrug efflux MFS transporter LmrS	None	TCH1516	NC_010079.1	lmrS
cds-WP_000636857.1	USA300HOU_RS11740	2301157	2301630	-	multidrug efflux transporter SepA	None	TCH1516	NC_010079.1	sepA
cds-WP_001237506.1	USA300HOU_RS11745	2301729	2303072	-	multidrug efflux MFS transporter SdrM	None	TCH1516	NC_010079.1	sdrM
cds-WP_000047255.1	USA300HOU_RS11750	2303249	2303932	-	hemolysin III family protein	None	TCH1516	NC_010079.1	USA300HOU_RS11750
cds-WP_000884739.1	USA300HOU_RS11755	2303951	2305138	-	UDPGP type 1 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS11755
cds-WP_000147094.1	USA300HOU_RS11760	2305182	2305697	-	metal-dependent hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS11760
cds-WP_001251935.1	USA300HOU_RS11765	2305874	2306134	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11765
cds-WP_001549577.1	USA300HOU_RS11770	2306266	2307636	-	YjiH family protein	None	TCH1516	NC_010079.1	USA300HOU_RS11770
cds-WP_000989091.1	USA300HOU_RS11775	2307872	2308840	-	iron chelate uptake ABC transporter family permease subunit	None	TCH1516	NC_010079.1	USA300HOU_RS11775
cds-WP_000974906.1	USA300HOU_RS11780	2308837	2309868	-	iron ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS11780
cds-WP_001214661.1	USA300HOU_RS11785	2309880	2310863	-	Fe(3+) dicitrate ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS11785
cds-WP_001789076.1	USA300HOU_RS11790	2311029	2311154	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11790
cds-WP_000951636.1	USA300HOU_RS11795	2311255	2312325	-	staphyloferrin A biosynthesis protein SfaC	None	TCH1516	NC_010079.1	sfaC
cds-WP_000262640.1	USA300HOU_RS11800	2312332	2314089	-	staphyloferrin A synthetase SfaB	None	TCH1516	NC_010079.1	sfaB
cds-WP_000170403.1	USA300HOU_RS11805	2314076	2315269	-	staphyloferrin A export MFS transporter	None	TCH1516	NC_010079.1	sfaA
cds-WP_001052566.1	USA300HOU_RS11810	2315371	2317347	+	D-ornithine--citrate ligase SfaD	None	TCH1516	NC_010079.1	sfaD
gene-USA300HOU_RS15505	USA300HOU_RS15505	2317803	2319427	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS15505
cds-USA300HOU_RS15505	USA300HOU_RS15505	2317803	2319427	+	IS1182 family transposase	None	TCH1516	NC_010079.1	USA300HOU_RS15505
cds-WP_000215236.1	USA300HOU_RS11830	2319463	2319972	-	Asp23/Gls24 family envelope stress response protein	None	TCH1516	NC_010079.1	USA300HOU_RS11830
cds-WP_000002683.1	USA300HOU_RS11835	2320035	2320274	-	DUF2273 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS11835
cds-WP_000825819.1	USA300HOU_RS11840	2320287	2320823	-	alkaline shock response membrane anchor protein AmaP	None	TCH1516	NC_010079.1	amaP
cds-WP_000792345.1	USA300HOU_RS11845	2320998	2322560	-	BCCT family transporter	None	TCH1516	NC_010079.1	USA300HOU_RS11845
cds-WP_000781945.1	USA300HOU_RS11850	2322867	2323868	-	zinc-binding alcohol dehydrogenase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS11850
cds-WP_001180222.1	USA300HOU_RS11855	2324102	2325103	-	NADP-dependent oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS11855
cds-WP_000719324.1	USA300HOU_RS11860	2325386	2326255	-	alpha/beta hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS11860
cds-WP_000169220.1	USA300HOU_RS11865	2326521	2327933	-	6-phospho-beta-galactosidase	galactose metabolic process|0006012||IEA	TCH1516	NC_010079.1	lacG
cds-WP_000983330.1	USA300HOU_RS11870	2327951	2329663	-	lactose-specific PTS transporter subunit EIIC	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	TCH1516	NC_010079.1	USA300HOU_RS11870
cds-WP_001078309.1	USA300HOU_RS11875	2329669	2329980	-	PTS lactose/cellobiose transporter subunit IIA	None	TCH1516	NC_010079.1	USA300HOU_RS11875
cds-WP_000047009.1	USA300HOU_RS11880	2330002	2330982	-	tagatose-bisphosphate aldolase	lactose catabolic process via tagatose-6-phosphate|0019512||IEA	TCH1516	NC_010079.1	lacD
cds-WP_000604135.1	USA300HOU_RS11885	2330986	2331918	-	tagatose-6-phosphate kinase	lactose catabolic process|0005990||IEA	TCH1516	NC_010079.1	lacC
cds-WP_000684746.1	USA300HOU_RS15915	2331931	2332446	-	galactose-6-phosphate isomerase subunit LacB	lactose catabolic process via tagatose-6-phosphate|0019512||IEA	TCH1516	NC_010079.1	lacB
cds-WP_000974608.1	USA300HOU_RS15920	2332462	2332890	-	galactose-6-phosphate isomerase subunit LacA	lactose catabolic process via tagatose-6-phosphate|0019512||IEA	TCH1516	NC_010079.1	lacA
cds-WP_001793365.1	USA300HOU_RS11900	2333258	2334049	-	DeoR/GlpR family DNA-binding transcription regulator	None	TCH1516	NC_010079.1	USA300HOU_RS11900
cds-WP_001549592.1	USA300HOU_RS11905	2334255	2334995	+	NAD-dependent protein deacylase	None	TCH1516	NC_010079.1	USA300HOU_RS11905
cds-WP_001791678.1	USA300HOU_RS11910	2335032	2335193	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11910
gene-USA300HOU_RS11915	USA300HOU_RS11915	2335286	2335893	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS11915
cds-USA300HOU_RS11915	USA300HOU_RS11915	2335286	2335893	-	DUF3885 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS11915
gene-USA300HOU_RS16035	USA300HOU_RS16035	2335907	2336155	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS16035
cds-USA300HOU_RS16035	USA300HOU_RS16035	2335907	2336155	-	SAR2788 family putative toxin	None	TCH1516	NC_010079.1	USA300HOU_RS16035
cds-WP_001549596.1	USA300HOU_RS11920	2336155	2336280	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11920
cds-WP_001015500.1	USA300HOU_RS11925	2336500	2337348	-	aldo/keto reductase	None	TCH1516	NC_010079.1	USA300HOU_RS11925
cds-WP_000850012.1	USA300HOU_RS11930	2337418	2337834	-	MerR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS11930
cds-WP_001790107.1	USA300HOU_RS11935	2338078	2338245	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11935
cds-WP_000222239.1	USA300HOU_RS11940	2338242	2340665	+	hyaluronate lyase HysA	None	TCH1516	NC_010079.1	hysA
cds-WP_001044432.1	USA300HOU_RS11945	2340725	2341579	-	M23 family metallopeptidase	None	TCH1516	NC_010079.1	USA300HOU_RS11945
cds-WP_000044363.1	USA300HOU_RS11950	2341790	2342605	-	HAD-IIB family hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS11950
cds-WP_001549607.1	USA300HOU_RS11955	2342899	2343324	+	MAP domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS11955
cds-WP_000186134.1	USA300HOU_RS11960	2343688	2344392	-	acetolactate decarboxylase	fermentation|0006113||IEA,acetoin biosynthetic process|0045151||IEA	TCH1516	NC_010079.1	budA
cds-WP_000130149.1	USA300HOU_RS11965	2344429	2346093	-	acetolactate synthase AlsS	butanediol metabolic process|0034077||IEA	TCH1516	NC_010079.1	alsS
cds-WP_001797632.1	USA300HOU_RS11970	2346326	2346565	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11970
cds-WP_000655244.1	USA300HOU_RS11975	2346547	2346729	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11975
cds-WP_001549616.1	USA300HOU_RS11980	2347283	2348689	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS11980
cds-WP_000402465.1	USA300HOU_RS11985	2348818	2349954	-	AAA family ATPase	None	TCH1516	NC_010079.1	USA300HOU_RS11985
cds-WP_000365049.1	USA300HOU_RS11990	2349955	2350698	-	DUF6414 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS11990
cds-WP_001549623.1	USA300HOU_RS16080	2350759	2351052	-	type ISP restriction/modification enzyme	None	TCH1516	NC_010079.1	USA300HOU_RS16080
cds-WP_001549626.1	USA300HOU_RS16085	2351049	2352146	-	type ISP restriction/modification enzyme	None	TCH1516	NC_010079.1	USA300HOU_RS16085
cds-WP_001790547.1	USA300HOU_RS12010	2352691	2353083	-	30S ribosomal protein S9	translation|0006412||IEA	TCH1516	NC_010079.1	rpsI
cds-WP_001250038.1	USA300HOU_RS12015	2353103	2353540	-	50S ribosomal protein L13	translation|0006412||IEA	TCH1516	NC_010079.1	rplM
cds-WP_001221860.1	USA300HOU_RS12020	2353780	2354583	-	tRNA pseudouridine(38-40) synthase TruA	tRNA modification|0006400||IEA	TCH1516	NC_010079.1	truA
cds-WP_000791620.1	USA300HOU_RS12025	2354588	2355394	-	energy-coupling factor transporter transmembrane protein EcfT	None	TCH1516	NC_010079.1	USA300HOU_RS12025
cds-WP_000155386.1	USA300HOU_RS12030	2355384	2356244	-	energy-coupling factor transporter ATPase	None	TCH1516	NC_010079.1	USA300HOU_RS12030
cds-WP_000389662.1	USA300HOU_RS12035	2356241	2357050	-	energy-coupling factor transporter ATPase	transport|0006810||IEA	TCH1516	NC_010079.1	USA300HOU_RS12035
cds-WP_000542274.1	USA300HOU_RS12040	2357588	2357956	-	50S ribosomal protein L17	translation|0006412||IEA	TCH1516	NC_010079.1	rplQ
cds-WP_000569649.1	USA300HOU_RS12045	2357973	2358917	-	DNA-directed RNA polymerase subunit alpha	DNA-templated transcription|0006351||IEA	TCH1516	NC_010079.1	USA300HOU_RS12045
cds-WP_000101625.1	USA300HOU_RS12050	2358992	2359381	-	30S ribosomal protein S11	translation|0006412||IEA	TCH1516	NC_010079.1	rpsK
cds-WP_000090796.1	USA300HOU_RS12055	2359405	2359770	-	30S ribosomal protein S13	translation|0006412||IEA	TCH1516	NC_010079.1	rpsM
cds-WP_000868342.1	USA300HOU_RS12060	2359793	2359906	-	50S ribosomal protein L36	translation|0006412||IEA	TCH1516	NC_010079.1	rpmJ
cds-WP_001118443.1	USA300HOU_RS12065	2359938	2360156	-	translation initiation factor IF-1	translational initiation|0006413||IEA	TCH1516	NC_010079.1	infA
cds-WP_001021468.1	USA300HOU_RS12070	2360349	2360996	-	adenylate kinase	nucleobase-containing compound metabolic process|0006139||IEA	TCH1516	NC_010079.1	USA300HOU_RS12070
cds-WP_000616784.1	USA300HOU_RS12075	2361013	2362305	-	preprotein translocase subunit SecY	protein transport by the Sec complex|0043952||IEA	TCH1516	NC_010079.1	secY
cds-WP_000766074.1	USA300HOU_RS12080	2362305	2362745	-	50S ribosomal protein L15	translation|0006412||IEA	TCH1516	NC_010079.1	rplO
cds-WP_001096577.1	USA300HOU_RS12085	2362762	2362941	-	50S ribosomal protein L30	translation|0006412||IEA	TCH1516	NC_010079.1	rpmD
cds-WP_000113851.1	USA300HOU_RS12090	2362958	2363458	-	30S ribosomal protein S5	translation|0006412||IEA	TCH1516	NC_010079.1	rpsE
cds-WP_000623881.1	USA300HOU_RS12095	2363479	2363838	-	50S ribosomal protein L18	translation|0006412||IEA	TCH1516	NC_010079.1	rplR
cds-WP_000091975.1	USA300HOU_RS12100	2363869	2364405	-	50S ribosomal protein L6	translation|0006412||IEA	TCH1516	NC_010079.1	rplF
cds-WP_000178881.1	USA300HOU_RS12105	2364430	2364828	-	30S ribosomal protein S8	translation|0006412||IEA	TCH1516	NC_010079.1	rpsH
cds-WP_001140799.1	USA300HOU_RS12110	2364860	2365045	-	type Z 30S ribosomal protein S14	translation|0006412||IEA	TCH1516	NC_010079.1	USA300HOU_RS12110
cds-WP_001080824.1	USA300HOU_RS12115	2365068	2365607	-	50S ribosomal protein L5	translation|0006412||IEA	TCH1516	NC_010079.1	rplE
cds-WP_000547687.1	USA300HOU_RS12120	2365634	2365951	-	50S ribosomal protein L24	translation|0006412||IEA	TCH1516	NC_010079.1	rplX
cds-WP_000615921.1	USA300HOU_RS12125	2365987	2366355	-	50S ribosomal protein L14	translation|0006412||IEA	TCH1516	NC_010079.1	rplN
cds-WP_000004086.1	USA300HOU_RS12130	2366387	2366650	-	30S ribosomal protein S17	translation|0006412||IEA	TCH1516	NC_010079.1	rpsQ
cds-WP_000644737.1	USA300HOU_RS12135	2366674	2366883	-	50S ribosomal protein L29	translation|0006412||IEA	TCH1516	NC_010079.1	rpmC
cds-WP_000926310.1	USA300HOU_RS12140	2366873	2367307	-	50S ribosomal protein L16	translation|0006412||IEA	TCH1516	NC_010079.1	rplP
cds-WP_000529877.1	USA300HOU_RS12145	2367310	2367963	-	30S ribosomal protein S3	translation|0006412||IEA	TCH1516	NC_010079.1	rpsC
cds-WP_000387527.1	USA300HOU_RS12150	2367987	2368340	-	50S ribosomal protein L22	translation|0006412||IEA	TCH1516	NC_010079.1	rplV
cds-WP_000124353.1	USA300HOU_RS12155	2368369	2368647	-	30S ribosomal protein S19	translation|0006412||IEA	TCH1516	NC_010079.1	rpsS
cds-WP_000985472.1	USA300HOU_RS12160	2368714	2369547	-	50S ribosomal protein L2	translation|0006412||IEA	TCH1516	NC_010079.1	rplB
cds-WP_000388082.1	USA300HOU_RS12165	2369580	2369855	-	50S ribosomal protein L23	translation|0006412||IEA	TCH1516	NC_010079.1	rplW
cds-WP_000024827.1	USA300HOU_RS12170	2369855	2370478	-	50S ribosomal protein L4	translation|0006412||IEA	TCH1516	NC_010079.1	rplD
cds-WP_000160212.1	USA300HOU_RS12175	2370505	2371167	-	50S ribosomal protein L3	translation|0006412||IEA	TCH1516	NC_010079.1	rplC
cds-WP_001118667.1	USA300HOU_RS12180	2371195	2371503	-	30S ribosomal protein S10	translation|0006412||IEA	TCH1516	NC_010079.1	rpsJ
cds-WP_000788443.1	USA300HOU_RS12185	2371860	2372249	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12185
cds-WP_000800700.1	USA300HOU_RS12190	2372441	2373775	-	NCS2 family permease	None	TCH1516	NC_010079.1	USA300HOU_RS12190
cds-WP_000838479.1	USA300HOU_RS12195	2373888	2376023	-	DNA topoisomerase III	None	TCH1516	NC_010079.1	USA300HOU_RS12195
cds-WP_001790553.1	USA300HOU_RS12200	2376049	2376144	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12200
cds-WP_000029536.1	USA300HOU_RS12205	2376210	2377097	+	GNAT family N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS12205
cds-WP_001159898.1	USA300HOU_RS12210	2377278	2378141	+	GRP family sugar transporter	carbohydrate transmembrane transport|0034219||IEA	TCH1516	NC_010079.1	USA300HOU_RS12210
cds-WP_001789121.1	USA300HOU_RS12215	2378258	2378389	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12215
cds-WP_000139189.1	USA300HOU_RS12220	2378560	2379468	-	AEC family transporter	None	TCH1516	NC_010079.1	USA300HOU_RS12220
cds-WP_000051206.1	USA300HOU_RS12225	2379601	2379765	+	SE1832 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12225
cds-WP_001161085.1	USA300HOU_RS12230	2380010	2380327	+	membrane stabilizing protein MspA	None	TCH1516	NC_010079.1	mspA
cds-WP_000592303.1	USA300HOU_RS12235	2380514	2383681	-	efflux RND transporter permease subunit	None	TCH1516	NC_010079.1	USA300HOU_RS12235
cds-WP_000413865.1	USA300HOU_RS12240	2383798	2385063	-	lipid II:glycine glycyltransferase	None	TCH1516	NC_010079.1	femX
cds-WP_001549681.1	USA300HOU_RS12245	2385452	2385703	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12245
cds-WP_000600967.1	USA300HOU_RS12250	2385695	2386459	-	VOC family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12250
cds-WP_000951059.1	USA300HOU_RS12255	2386621	2387061	+	winged helix DNA-binding protein	regulation of DNA-templated transcription|0006355||IEA	TCH1516	NC_010079.1	USA300HOU_RS12255
cds-WP_000184419.1	USA300HOU_RS12260	2387054	2388265	+	MFS transporter	None	TCH1516	NC_010079.1	USA300HOU_RS12260
cds-WP_000066900.1	USA300HOU_RS12265	2388367	2388717	-	HTH-type transcriptional regulator SarV	None	TCH1516	NC_010079.1	sarV
cds-WP_012211187.1	USA300HOU_RS12270	2388843	2389013	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12270
cds-WP_000230173.1	USA300HOU_RS12285	2389408	2390430	-	GTP 3'%2C8-cyclase MoaA	Mo-molybdopterin cofactor biosynthetic process|0006777||IEA	TCH1516	NC_010079.1	moaA
cds-WP_000643988.1	USA300HOU_RS12290	2390450	2391049	-	molybdenum cofactor guanylyltransferase MobA	None	TCH1516	NC_010079.1	mobA
cds-WP_000866971.1	USA300HOU_RS12295	2391056	2391289	-	molybdopterin converting factor subunit 1	Mo-molybdopterin cofactor biosynthetic process|0006777||IEA	TCH1516	NC_010079.1	moaD
cds-WP_000808500.1	USA300HOU_RS12300	2391295	2391741	-	molybdenum cofactor biosynthesis protein MoaE	None	TCH1516	NC_010079.1	USA300HOU_RS12300
cds-WP_000602937.1	USA300HOU_RS12305	2391755	2392240	-	molybdopterin-guanine dinucleotide biosynthesis protein B	Mo-molybdopterin cofactor biosynthetic process|0006777||IEA	TCH1516	NC_010079.1	mobB
cds-WP_000259718.1	USA300HOU_RS12310	2392237	2393496	-	molybdopterin molybdotransferase MoeA	None	TCH1516	NC_010079.1	USA300HOU_RS12310
cds-WP_000134528.1	USA300HOU_RS12315	2393559	2394053	+	cyclic pyranopterin monophosphate synthase MoaC	Mo-molybdopterin cofactor biosynthetic process|0006777||IEA	TCH1516	NC_010079.1	moaC
cds-WP_000503817.1	USA300HOU_RS12320	2394055	2394561	-	molybdenum cofactor biosynthesis protein B	None	TCH1516	NC_010079.1	USA300HOU_RS12320
cds-WP_000076929.1	USA300HOU_RS12325	2394592	2395596	-	ThiF family adenylyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS12325
cds-WP_000913019.1	USA300HOU_RS12330	2395766	2396371	-	ATP-binding cassette domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12330
cds-WP_001113090.1	USA300HOU_RS12335	2396372	2397043	-	molybdate ABC transporter permease subunit	molybdate ion transport|0015689||IEA	TCH1516	NC_010079.1	modB
cds-WP_000769517.1	USA300HOU_RS12340	2397057	2397839	-	molybdate ABC transporter substrate-binding protein	molybdate ion transport|0015689||IEA	TCH1516	NC_010079.1	modA
cds-WP_001030825.1	USA300HOU_RS12345	2398129	2398926	+	formate dehydrogenase accessory sulfurtransferase FdhD	anaerobic respiration|0009061||IEA,formate metabolic process|0015942||IEA	TCH1516	NC_010079.1	fdhD
cds-WP_000146745.1	USA300HOU_RS12350	2399098	2399868	-	GNAT family N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS12350
cds-WP_000208736.1	USA300HOU_RS12355	2399940	2400494	-	biotin transporter BioY	None	TCH1516	NC_010079.1	USA300HOU_RS12355
cds-WP_000163416.1	USA300HOU_RS12360	2400615	2401556	-	nucleoside hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS12360
cds-WP_000735038.1	USA300HOU_RS12365	2401955	2402863	-	ABC transporter substrate-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS12365
cds-WP_000999205.1	USA300HOU_RS12370	2403077	2404231	-	acyl-CoA dehydrogenase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12370
cds-WP_000691095.1	USA300HOU_RS12375	2404448	2405353	-	urea transporter	urea transport|0015840||IEA	TCH1516	NC_010079.1	yut
cds-WP_000545928.1	USA300HOU_RS12380	2405613	2405915	+	urease subunit gamma	urea catabolic process|0043419||IEA	TCH1516	NC_010079.1	USA300HOU_RS12380
cds-WP_000612128.1	USA300HOU_RS12385	2405929	2406339	+	urease subunit beta	urea catabolic process|0043419||IEA	TCH1516	NC_010079.1	USA300HOU_RS12385
cds-WP_000008673.1	USA300HOU_RS12390	2406336	2408051	+	urease subunit alpha	urea metabolic process|0019627||IEA	TCH1516	NC_010079.1	ureC
cds-WP_000634589.1	USA300HOU_RS12395	2408064	2408516	+	urease accessory protein UreE	None	TCH1516	NC_010079.1	ureE
cds-WP_000565255.1	USA300HOU_RS12400	2408509	2409198	+	urease accessory protein UreF	None	TCH1516	NC_010079.1	USA300HOU_RS12400
cds-WP_000002973.1	USA300HOU_RS12405	2409211	2409825	+	urease accessory protein UreG	urea metabolic process|0019627||IEA	TCH1516	NC_010079.1	ureG
cds-WP_000344352.1	USA300HOU_RS12410	2409825	2410661	+	urease accessory protein UreD	None	TCH1516	NC_010079.1	USA300HOU_RS12410
cds-WP_000036076.1	USA300HOU_RS12415	2410850	2411197	-	HTH-type transcriptional regulator SarR	None	TCH1516	NC_010079.1	sarR
cds-WP_000599587.1	USA300HOU_RS12425	2411625	2411951	-	PH domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12425
cds-WP_000032855.1	USA300HOU_RS12430	2412015	2412758	-	SarA family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12430
cds-WP_000131830.1	USA300HOU_RS12435	2412784	2414739	-	AraC family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12435
cds-WP_000717381.1	USA300HOU_RS12440	2415349	2416152	+	CHAP domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12440
cds-WP_001789136.1	USA300HOU_RS12445	2416169	2416411	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12445
